SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,Suppression,Count of Students Expected to Test,Count of students expected to test including previously passed,CountMetStandard,PercentMetStandard,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentMetTestedOnly,Percent No Score,Percent Participation
2021-22,Walla Walla Public Schools,ELL,English Language Learners,03,SBAC,ELA,,88.0,88.0,8.0,9.1%,0.6704545454545,0.215909090909,0.0681818181818,0.0227272727272,0.0930232558139,0.0227272727272,0.9772727272727
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,03,SBAC,ELA,,313.0,313.0,130.0,41.5%,0.2683706070287,0.2843450479233,0.2012779552715,0.2140575079872,0.4290429042904,0.0319488817891,0.9680511182108
2021-22,Walla Walla Public Schools,Foster,Foster Care,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,03,SBAC,ELA,Cross Student Group - N<10,,,,34.7%,0.3518987341772,0.2708860759493,0.1721518987341,0.1746835443037,0.3577023498694,0.0303797468354,0.9696202531645
2021-22,Walla Walla Public Schools,FRL,Low-Income,03,SBAC,ELA,,247.0,247.0,52.0,21.1%,0.4898785425101,0.2631578947368,0.1578947368421,0.0526315789473,0.2184873949579,0.0364372469635,0.9635627530364
2021-22,Walla Walla Public Schools,Gender,Male,03,SBAC,ELA,,185.0,185.0,57.0,30.8%,0.3729729729729,0.281081081081,0.1837837837837,0.1243243243243,0.3202247191011,0.0378378378378,0.9621621621621
2021-22,Walla Walla Public Schools,Gender,Female,03,SBAC,ELA,,216.0,216.0,81.0,37.5%,0.3425925925925,0.2592592592592,0.162037037037,0.2129629629629,0.3838862559241,0.0231481481481,0.9768518518518
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,03,SBAC,ELA,Cross Student Group - Top/Bottom,,,,34.5%,0.3554987212276,0.2685421994884,0.1713554987212,0.1739130434782,0.3562005277044,0.0306905370843,0.9693094629156
2021-22,Walla Walla Public Schools,Migrant,Migrant,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,03,SBAC,ELA,Cross Student Group - N<10,,,,34.6%,0.3560606060606,0.2676767676767,0.1717171717171,0.1742424242424,0.3567708333333,0.030303030303,0.9696969696969
2021-22,Walla Walla Public Schools,Military,Military Parent,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,ELA,Cross Student Group - N<10,,,,33.9%,0.3571428571428,0.2729591836734,0.1709183673469,0.1683673469387,0.35,0.0306122448979,0.969387755102
2021-22,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Asian,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Black/ African American,03,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,03,SBAC,ELA,,12.0,12.0,6.0,50.0%,0.3333333333333,0.1666666666666,0.3333333333333,0.1666666666666,0.5,0.0,1.0
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),03,SBAC,ELA,,173.0,173.0,33.0,19.1%,0.5086705202312,0.2832369942196,0.1387283236994,0.0520231213872,0.1941176470588,0.0173410404624,0.9826589595375
2021-22,Walla Walla Public Schools,Race,White,03,SBAC,ELA,,203.0,203.0,93.0,45.8%,0.231527093596,0.2660098522167,0.1970443349753,0.2610837438423,0.4793814432989,0.0443349753694,0.9556650246305
2021-22,Walla Walla Public Schools,s504,Section 504,03,SBAC,ELA,<30%,,,,<30%,,,,,,,
2021-22,Walla Walla Public Schools,s504,Non Section 504,03,SBAC,ELA,Cross Student Group - Top/Bottom,,,,34.8%,0.3554987212276,0.2685421994884,0.1764705882352,0.1713554987212,0.3578947368421,0.0281329923273,0.9718670076726
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,03,SBAC,ELA,,59.0,59.0,8.0,13.6%,0.5084745762711,0.2711864406779,0.0677966101694,0.0677966101694,0.1481481481481,0.0847457627118,0.9152542372881
2021-22,Walla Walla Public Schools,SWD,Students without Disabilities,03,SBAC,ELA,,342.0,342.0,130.0,38.0%,0.3304093567251,0.2690058479532,0.1900584795321,0.1900584795321,0.3880597014925,0.0204678362573,0.9795321637426
2021-22,Walla Walla Public Schools,All,All Students,03,SBAC,Math,,401.0,401.0,174.0,43.4%,0.3241895261845,0.2069825436408,0.2593516209476,0.1745635910224,0.4496124031007,0.0349127182044,0.9650872817955
2021-22,Walla Walla Public Schools,ELL,English Language Learners,03,SBAC,Math,,88.0,88.0,16.0,18.2%,0.590909090909,0.2045454545454,0.1704545454545,0.0113636363636,0.1860465116279,0.0227272727272,0.9772727272727
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,03,SBAC,Math,,313.0,313.0,158.0,50.5%,0.2492012779552,0.2076677316293,0.2843450479233,0.220447284345,0.5249169435215,0.0383386581469,0.961661341853
2021-22,Walla Walla Public Schools,Foster,Foster Care,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,03,SBAC,Math,Cross Student Group - N<10,,,,43.8%,0.3215189873417,0.2050632911392,0.2607594936708,0.1772151898734,0.4540682414698,0.0354430379746,0.9645569620253
2021-22,Walla Walla Public Schools,FRL,Non-Low Income,03,SBAC,Math,,154.0,154.0,106.0,68.8%,0.1168831168831,0.1688311688311,0.3441558441558,0.3441558441558,0.7066666666666,0.025974025974,0.9740259740259
2021-22,Walla Walla Public Schools,FRL,Low-Income,03,SBAC,Math,,247.0,247.0,68.0,27.5%,0.4534412955465,0.2307692307692,0.2064777327935,0.0688259109311,0.2869198312236,0.0404858299595,0.9595141700404
2021-22,Walla Walla Public Schools,Gender,Male,03,SBAC,Math,,185.0,185.0,82.0,44.3%,0.3027027027027,0.2108108108108,0.2756756756756,0.1675675675675,0.4632768361581,0.0432432432432,0.9567567567567
2021-22,Walla Walla Public Schools,Gender,Female,03,SBAC,Math,,216.0,216.0,92.0,42.6%,0.3425925925925,0.2037037037037,0.2453703703703,0.1805555555555,0.4380952380952,0.0277777777777,0.9722222222222
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,03,SBAC,Math,,391.0,391.0,170.0,43.5%,0.3222506393861,0.2071611253196,0.2583120204603,0.1764705882352,0.4509283819628,0.0358056265984,0.9641943734015
2021-22,Walla Walla Public Schools,Migrant,Migrant,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,03,SBAC,Math,Cross Student Group - N<10,,,,43.7%,0.320707070707,0.2070707070707,0.260101010101,0.1767676767676,0.4528795811518,0.0353535353535,0.9646464646464
2021-22,Walla Walla Public Schools,Military,Military Parent,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,Math,Cross Student Group - N<10,,,,43.1%,0.3214285714285,0.2117346938775,0.2602040816326,0.1709183673469,0.4470899470899,0.0357142857142,0.9642857142857
2021-22,Walla Walla Public Schools,Race,Asian,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Black/ African American,03,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,03,SBAC,Math,,12.0,12.0,7.0,58.3%,0.25,0.1666666666666,0.5,0.0833333333333,0.5833333333333,0.0,1.0
2021-22,Walla Walla Public Schools,s504,Section 504,03,SBAC,Math,<30%,,,,<30%,,,,,,,
2021-22,Walla Walla Public Schools,s504,Non Section 504,03,SBAC,Math,Cross Student Group - Top/Bottom,,,,43.7%,0.3273657289002,0.2020460358056,0.2583120204603,0.1790281329923,0.4523809523809,0.0332480818414,0.9667519181585
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,03,SBAC,Math,,59.0,59.0,11.0,18.6%,0.6271186440677,0.1016949152542,0.0847457627118,0.1016949152542,0.2037037037037,0.0847457627118,0.9152542372881
2021-22,Walla Walla Public Schools,All,All Students,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,FRL,Low-Income,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Gender,Female,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Gender,Male,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,White,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,04,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Gender,Female,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Gender,Male,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,s504,Non Section 504,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,04,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,All,All Students,04,SBAC,ELA,,373.0,373.0,143.0,38.3%,0.4021447721179,0.2010723860589,0.1903485254691,0.1930294906166,0.3885869565217,0.0134048257372,0.9865951742627
2021-22,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,ELA,,66.0,66.0,4.0,6.1%,0.7727272727272,0.1515151515151,0.060606060606,0.0,0.0615384615384,0.0151515151515,0.9848484848484
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,ELA,,307.0,307.0,139.0,45.3%,0.3224755700325,0.2117263843648,0.2182410423452,0.2345276872964,0.4587458745874,0.0130293159609,0.986970684039
2021-22,Walla Walla Public Schools,Foster,Foster Care,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,04,SBAC,ELA,Cross Student Group - N<10,,,,38.4%,0.4005376344086,0.2016129032258,0.1908602150537,0.1935483870967,0.3896457765667,0.013440860215,0.9865591397849
2021-22,Walla Walla Public Schools,FRL,Non-Low Income,04,SBAC,ELA,,132.0,132.0,83.0,62.9%,0.1515151515151,0.2121212121212,0.2121212121212,0.4166666666666,0.6335877862595,0.0075757575757,0.9924242424242
2021-22,Walla Walla Public Schools,Gender,Female,04,SBAC,ELA,,184.0,184.0,77.0,41.8%,0.3423913043478,0.2228260869565,0.195652173913,0.2228260869565,0.4254143646408,0.016304347826,0.9836956521739
2021-22,Walla Walla Public Schools,Gender,Male,04,SBAC,ELA,,189.0,189.0,66.0,34.9%,0.4603174603174,0.1798941798941,0.1851851851851,0.1640211640211,0.3529411764705,0.010582010582,0.9894179894179
2021-22,Walla Walla Public Schools,homeless,Homeless,04,SBAC,ELA,<25%,,,,<25%,,,,,,,
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,04,SBAC,ELA,Cross Student Group - Top/Bottom,,,,39.1%,0.393351800554,0.2049861495844,0.191135734072,0.1994459833795,0.3949579831932,0.0110803324099,0.98891966759
2021-22,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,04,SBAC,ELA,Cross Student Group - N<10,,,,38.5%,0.398921832884,0.2021563342318,0.1913746630727,0.1940700808625,0.3907103825136,0.0134770889487,0.9865229110512
2021-22,Walla Walla Public Schools,Military,Military Parent,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,04,SBAC,ELA,Cross Student Group - N<10,,,,38.1%,0.4027027027027,0.2027027027027,0.1891891891891,0.1918918918918,0.386301369863,0.0135135135135,0.9864864864864
2021-22,Walla Walla Public Schools,Race,Asian,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Black/ African American,04,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,04,SBAC,ELA,Cross Student Group - N<10,,,,58.3%,0.3333333333333,0.0833333333333,0.25,0.3333333333333,0.5833333333333,0.0,1.0
2021-22,Walla Walla Public Schools,Race,White,04,SBAC,ELA,,177.0,177.0,90.0,50.8%,0.2711864406779,0.2090395480225,0.2372881355932,0.2711864406779,0.5142857142857,0.0112994350282,0.9887005649717
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,SBAC,ELA,,179.0,179.0,43.0,24.0%,0.5474860335195,0.1955307262569,0.1396648044692,0.1005586592178,0.2443181818181,0.0167597765363,0.9832402234636
2021-22,Walla Walla Public Schools,s504,Section 504,04,SBAC,ELA,,10.0,10.0,5.0,50.0%,0.3,0.2,0.2,0.3,0.5,0.0,1.0
2021-22,Walla Walla Public Schools,s504,Non Section 504,04,SBAC,ELA,,363.0,363.0,138.0,38.0%,0.4049586776859,0.2011019283746,0.190082644628,0.190082644628,0.3854748603351,0.0137741046831,0.9862258953168
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,ELA,,63.0,63.0,8.0,12.7%,0.6825396825396,0.1587301587301,0.095238095238,0.031746031746,0.1311475409836,0.031746031746,0.9682539682539
2021-22,Walla Walla Public Schools,All,All Students,04,SBAC,Math,,373.0,373.0,135.0,36.2%,0.3404825737265,0.28418230563,0.195710455764,0.166219839142,0.3668478260869,0.0134048257372,0.9865951742627
2021-22,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,Math,,66.0,66.0,5.0,7.6%,0.6212121212121,0.2878787878787,0.060606060606,0.0151515151515,0.076923076923,0.0151515151515,0.9848484848484
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,Math,,307.0,307.0,130.0,42.3%,0.2801302931596,0.2833876221498,0.2247557003257,0.1986970684039,0.4290429042904,0.0130293159609,0.986970684039
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,04,SBAC,Math,Cross Student Group - N<10,,,,36.3%,0.3387096774193,0.2849462365591,0.1962365591397,0.1666666666666,0.3678474114441,0.013440860215,0.9865591397849
2021-22,Walla Walla Public Schools,FRL,Low-Income,04,SBAC,Math,,241.0,241.0,51.0,21.2%,0.4481327800829,0.3236514522821,0.161825726141,0.0497925311203,0.2151898734177,0.0165975103734,0.9834024896265
2021-22,Walla Walla Public Schools,Gender,Female,04,SBAC,Math,,184.0,184.0,60.0,32.6%,0.3369565217391,0.320652173913,0.1847826086956,0.141304347826,0.3314917127071,0.016304347826,0.9836956521739
2021-22,Walla Walla Public Schools,Gender,Male,04,SBAC,Math,,189.0,189.0,75.0,39.7%,0.3439153439153,0.2486772486772,0.2063492063492,0.1904761904761,0.4010695187165,0.010582010582,0.9894179894179
2021-22,Walla Walla Public Schools,homeless,Homeless,04,SBAC,Math,<25%,,,,<25%,,,,,,,
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,04,SBAC,Math,Cross Student Group - Top/Bottom,,,,37.1%,0.3407202216066,0.2770083102493,0.2022160664819,0.168975069252,0.375350140056,0.0110803324099,0.98891966759
2021-22,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,04,SBAC,Math,Cross Student Group - N<10,,,,36.4%,0.3369272237196,0.2857142857142,0.1967654986522,0.1671159029649,0.3688524590163,0.0134770889487,0.9865229110512
2021-22,Walla Walla Public Schools,Military,Military Parent,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,04,SBAC,Math,Cross Student Group - N<10,,,,35.9%,0.3432432432432,0.2837837837837,0.1945945945945,0.1648648648648,0.3643835616438,0.0135135135135,0.9864864864864
2021-22,Walla Walla Public Schools,Race,Asian,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Black/ African American,04,SBAC,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,04,SBAC,Math,Cross Student Group - N<10,,,,50.0%,0.25,0.25,0.4166666666666,0.0833333333333,0.5,0.0,1.0
2021-22,Walla Walla Public Schools,Race,White,04,SBAC,Math,,177.0,177.0,91.0,51.4%,0.2372881355932,0.2372881355932,0.2259887005649,0.2881355932203,0.52,0.0112994350282,0.9887005649717
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,SBAC,Math,,179.0,179.0,36.0,20.1%,0.4469273743016,0.3351955307262,0.1564245810055,0.0446927374301,0.2045454545454,0.0167597765363,0.9832402234636
2021-22,Walla Walla Public Schools,s504,Section 504,04,SBAC,Math,,10.0,10.0,4.0,40.0%,0.1,0.5,0.0,0.4,0.4,0.0,1.0
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,Math,,63.0,63.0,9.0,14.3%,0.6190476190476,0.2063492063492,0.095238095238,0.047619047619,0.1475409836065,0.031746031746,0.9682539682539
2021-22,Walla Walla Public Schools,SWD,Students without Disabilities,04,SBAC,Math,,310.0,310.0,126.0,40.6%,0.2838709677419,0.3,0.216129032258,0.1903225806451,0.4104234527687,0.0096774193548,0.9903225806451
2021-22,Walla Walla Public Schools,All,All Students,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,ELL,English Language Learners,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,FRL,Low-Income,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Gender,Male,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,ELL,English Language Learners,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Gender,Male,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,s504,Non Section 504,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,Math,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,All,All Students,05,SBAC,ELA,,362.0,362.0,167.0,46.1%,0.2955801104972,0.2265193370165,0.2375690607734,0.2237569060773,0.4691011235955,0.0165745856353,0.9834254143646
2021-22,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,ELA,,47.0,47.0,3.0,6.4%,0.6170212765957,0.2978723404255,0.0425531914893,0.0212765957446,0.0652173913043,0.0212765957446,0.9787234042553
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,05,SBAC,ELA,,315.0,315.0,164.0,52.1%,0.247619047619,0.215873015873,0.2666666666666,0.2539682539682,0.5290322580645,0.015873015873,0.9841269841269
2021-22,Walla Walla Public Schools,Foster,Foster Care,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,ELA,Cross Student Group - N<10,,,,46.1%,0.2972222222222,0.225,0.2361111111111,0.225,0.4689265536723,0.0166666666666,0.9833333333333
2021-22,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,ELA,,219.0,219.0,73.0,33.3%,0.3881278538812,0.2511415525114,0.2191780821917,0.1141552511415,0.3427230046948,0.0273972602739,0.972602739726
2021-22,Walla Walla Public Schools,Gender,Female,05,SBAC,ELA,,169.0,169.0,84.0,49.7%,0.3136094674556,0.171597633136,0.2307692307692,0.2662721893491,0.5060240963855,0.0177514792899,0.98224852071
2021-22,Walla Walla Public Schools,Gender,Male,05,SBAC,ELA,,193.0,193.0,83.0,43.0%,0.2797927461139,0.2746113989637,0.2435233160621,0.1865284974093,0.4368421052631,0.0155440414507,0.9844559585492
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,ELA,,348.0,348.0,163.0,46.8%,0.2931034482758,0.221264367816,0.2385057471264,0.2298850574712,0.4766081871345,0.0172413793103,0.9827586206896
2021-22,Walla Walla Public Schools,Migrant,Migrant,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,05,SBAC,ELA,Cross Student Group - N<10,,,,46.5%,0.2941176470588,0.2268907563025,0.2380952380952,0.2268907563025,0.4715909090909,0.0140056022408,0.9859943977591
2021-22,Walla Walla Public Schools,Military,Military Parent,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,05,SBAC,ELA,Cross Student Group - N<10,,,,46.1%,0.2949438202247,0.2275280898876,0.2359550561797,0.2247191011235,0.4685714285714,0.0168539325842,0.9831460674157
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,05,SBAC,ELA,>80%,,,,>80%,,,,,,,
2021-22,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Black/ African American,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
2021-22,Walla Walla Public Schools,Race,Asian,05,SBAC,ELA,N<10,,,,N<10,,,,,,,
